,id,date,username,name,tweet,language,sentiment,positive_score,negative_score,neutral_score,mixed_score
2061,1244601437620969472,2020-03-30,myalmulla81,my almulla,@smaismaqtr @GoRafeeq @1lCbkh8tAye23bw @QaymQatar @TiP1eAraByWHlEZ @foodbloggersQTR @foodmoodqatar @QatarBestFood1 @qt2030 @tourisminqatar @DDER19 @tourismqtr الله يوفقك ويباركلك❤️,ar,,,,,
2062,1244583544028106753,2020-03-30,fatema1990,فطيمـه ✨,@smaismaqtr @q6r @GoRafeeq و مطعم الدايت موجود ؟,ar,,,,,
2063,1244580304481931267,2020-03-30,smaismaqtr,سميسمة للخدمات الغذائية - سميسمات,خدمة التوصيل المجاني من مطاعمنا بالتعاون مع @GoRafeeq  https://t.co/BC2FbBSMKw,ar,,,,,
2064,1244559789088215042,2020-03-30,yallaclass,Yalla Class,Rest day ... Eat pizza. Order your pizza using  https://t.co/PgZqs991k7 &amp; @gorafeeq #yallaclass #qatar  https://t.co/21T8NqV3dQ,en,,,,,
2065,1244312137545256962,2020-03-29,shawarmachef,Chef Al Shawarma,"Ored now via @GoRafeeq , @talabatQA  and @CarriageQatar !  https://t.co/6xOKO8vE22",en,,,,,
2066,1244217751792750600,2020-03-29,belgraviaqatar,BelgraviaQatar,"Asparagus and Prawn Salad, the perfect start for a perfect meal, Available in Carriage and GoRafeeq  البداية اللذيذة لوجبة ولا أشهى، متوفرة في كاريدج ورفيق  #qatarfoodies #restaurantqatar #alhazm #luxurious #finedining #foodies #delivery #qatar #takaway   #قطر #مطاعم_قطر  https://t.co/jOQ0pmJ7L1",und,,,,,
2067,1243539580374188032,2020-03-27,belgraviaqatar,BelgraviaQatar,"Caesar salad topped with marinated tiger prawns, available in carriage and goRafeeq  سلطة السيزر مع الروبيان المتبل, اطلبوها اليوم من كاريدج ورفيق    #qatarfoodies #restaurantqatar #alhazm #luxurious #finedining #foodies #dessert  #قطر #مطاعم_قطر  https://t.co/eDi8ZtEwmz",und,,,,,
2068,1243464581680373760,2020-03-27,kababsnkurries1,kababsnkurriesdoha,"Blessed Friday from our kitchen to your safe homes 🏡, your favorite Indian dishes are ready to order , call : 44440133 or click talabatqa @gorafeeq @carriageqatar @fingertipsqa @snoonu_qa and enjoy the day 😍  https://t.co/yUintnNyJ4",en,,,,,
2069,1243269172303474688,2020-03-26,itsbunme,BUN ME,@hbk__506 @GoRafeeq ممكن تجاوبونه,ar,,,,,
2070,1242790817376468993,2020-03-25,ibrahimarab,إبراهيم عرب Ibrahim Arab,@q6r @aaouir @talabatQA @GoRafeeq وأنت أيهما تفضل على الملأ؟,ar,,,,,
2071,1242729721701511168,2020-03-25,ibrahimarab,إبراهيم عرب Ibrahim Arab,@aaouir @talabatQA عليك ب @GoRafeeq من تجربة,ar,,,,,
2072,1242712823324651520,2020-03-25,swissbelinndoha,Swiss-Belinn Doha,هل تتوق لكثير جدا من الطعام لكن تفكر في سلامتك أولا؟ لا تقلق لأن مطعم سويس كافيه الآن متوافر على @gorafeeq! حمل التطبيق وأطلب الآن! #زوروا_قطر #قطر #قطري #الدوحة_قطر #سويس-بل_إن_الدوحة  https://t.co/5cbpyJRbJK,ar,,,,,
2073,1242712823295336454,2020-03-25,swissbelinndoha,Swiss-Belinn Doha,Craving for so many food but thinking of your safety first? No worries 'cause Swiss-Café Restaurant is now on @gorafeeq! Download the app and order now! #SwissBelinnDoha #SwissBelhotel #SwissBelhotelMe #Doha #DohaQatar #VisitQatar #Qatari #GoRafeeq #FoodDelivery #Takeaway  https://t.co/XZUPWeJz5L,en,,,,,
2074,1242494880611545091,2020-03-24,974cafe,974Cafe,"حلي يومك مع ماجنوليا الفراولة من 974 🍓🍓 اطلبها الآن عبر تطبيق كاريدج، طلبات أو رفيق! @TryCarriage  @GoRafeeq  @talabatQA  ___ Make your day with 974’s Strawberry Magnolia 🍓🍓 Place your order now through Carriage, Talabat or Rafeeq!  https://t.co/xYrcWXgV56",und,,,,,
2075,1242494252766105603,2020-03-24,974cafe,974Cafe,"لا تنسى تجرب تارت الكراميل المملح بالفول السوداني😍 اطلب الآن عبر تطبيق كاريدج، طلبات أو رفيق! @TryCarriage  @GoRafeeq  @talabatQA  __ Don't miss our Salted Caramel Peanut Tart 😍 Order it now through Carriage, Talabat or Rafeeq!  https://t.co/QrNSxEK62n",und,,,,,
2076,1242494055868706822,2020-03-24,974cafe,974Cafe,"حلا التيراميسو اللذيذ بانتظارك 😋 اطلب الآن عبر تطبيق كاريدج، رفيق أو طلبات. @CarriageQatar  @GoRafeeq  @talabatQA  ___ The delicious Tiramisu is waiting for you 😋 Order now through Carriage, Rafeeq or Talabat. #974cafe #qatar #sweets #dessert  https://t.co/iNOridtSdY",und,,,,,
2077,1242425541061468160,2020-03-24,goldendragonqa,Golden Dragon Qatar,Order your favourite food from Home🏠 through 📱talabatqa  📱@gorafeeq and 📱@carriageqatar Online food Applications goldendragon   #TalabatGo #carriageqatar #gorafeeq #goldendragonqatar #fooddeliveryservice…  https://t.co/nqpitkVlFx,en,,,,,
2078,1242406827570147328,2020-03-24,belgraviaqatar,BelgraviaQatar,"Belgravia beef Mousaka3a, topped with thin crispy potatoes, available in carriage and goRafeeq  مسقعة مغطاة بالبطاطا المقرمشة، اطلبوها اليوم من كاريدج ورفيق   #qatarfoodies #restaurantqatar #alhazm #luxurious #finedining #foodies #dessert  #قطر #مطاعم_قطر  https://t.co/uFGWLwsJCf",und,,,,,
2079,1242052079532888065,2020-03-23,goldendragonqa,Golden Dragon Qatar,Order your favourite food from Home🏠 through 📱talabatqa  📱@gorafeeq and 📱@carriageqatar Online food Applications goldendragon   #TalabatGo #carriageqatar #gorafeeq #goldendragonqatar #fooddeliveryservice…  https://t.co/oXHfIlQVVF,en,,,,,
2080,1241987544272650241,2020-03-23,swissbelinndoha,Swiss-Belinn Doha,"@swissbelinndoha cares for your health. We are making sure that all crockery, cutlery, and our kitchen as well as the restaurant are properly sanitized. Sit back, relax and place your orders now @talabatqa @gorafeeq #SwissBelinnDoha #SwissBelhotel #SwissBelhotelMe #Doha  https://t.co/dhvWmsEOtZ",en,,,,,
2081,1241987292605976576,2020-03-23,swissbelinndoha,Swiss-Belinn Doha,سويس بل إن الدوحة يهتم بصحتك نحن نعمل على ضمان أن كل أدوات الطهي، الأدوات المنزلية ومطبخنا فضلا عن المطعم كلها معقمة. اجلس واسترخ وقدم طلباتك الآن من خلال @talabatqa @gorafeeq #زوروا_قطر #قطر #قطري #الدوحة_قطر #سويس-بل_إن_الدوحة  https://t.co/V4UQ7rk4bi,ar,,,,,
2082,1241301536824864769,2020-03-21,rmannai,راشــد المنــاعــي 🇶🇦,شركات توصيل الطلبات  حد يشرح لهم الوضع اللي صاير في البلد   @GoRafeeq  @CarriageQatar   #عيد_الام  #فيروس_كورونا  https://t.co/mRvmhBFKSF,ar,,,,,
2083,1241020078533103618,2020-03-20,lsdqatar,LSD Qatar,"Order on Rafeeq app @gorafeeq Mother’s Day cupcakes from your favourite cake shop in Doha, Qatar “Love Sugar &amp; Dessert”. Visit us in @gulfmallqatar or call us on 50-573-573 for your favourite cake designs. #lsdqatar…  https://t.co/KIPBrPzYmw",en,,,,,
2084,1240415139385524231,2020-03-19,w_almushiri,BoNasser,@aba11albry @hamadlahdan @kahramaa وربي احلى تغريده قريتها هالأسبوع ..   المهم...  اخوانا في طلبات و كاريدج و رفيق لكم كل الشكر على خدمتكم وتوصيل الطلبات لمقرات المواطنين والمقيمين...   @talabatQA @CarriageQatar @GoRafeeq,ar,,,,,
2085,1239535086397087745,2020-03-16,wokoffameqatar,WokofFame Restaurant,Order it now through Talabat Carriage &amp;GoRafeeq online applications  #fooddeliveryservice #fooddelivery #TalabatGo #carriageqatar #gorafeeq #Wok_Of_Fame #VillaggioMall @ Wok of Fame Restaurant…  https://t.co/XxWPrFVyLF,en,,,,,
2086,1239253473494994945,2020-03-15,nayqtr,نـايـف,عسى بتنزلون سعر التوصيل ؟   @CarriageQatar @talabatQA @GoRafeeq @Trackooqa,ar,,,,,
2087,1238775574652477440,2020-03-14,ibrahimarab,إبراهيم عرب Ibrahim Arab,نرجو تطبيقها فورا والدفع عبر بطاقة الائتمان @Talabat @GoRafeeq @snoonu_qa @CarriageQatar,ar,,,,,
2088,1238762144029650945,2020-03-14,ibrahimarab,إبراهيم عرب Ibrahim Arab,@beshrabdulhadi @Talabat @GoRafeeq @snoonu_qa @baqaala @CarriageQatar @getir @glovo ما تنسانا بعدين وتشوف حالك علينا 😂,ar,,,,,
2089,1238761111387869185,2020-03-14,beshrabdulhadi,Beshr,@IbrahimArab @Talabat @GoRafeeq @snoonu_qa @baqaala @CarriageQatar @getir @glovo هو هيك اعرف كاريدج قوي في الخليج فقط :D لازم الاقي مبرمج واعمل على مشروع بقطر بعد دراسة السوق 😁,ar,,,,,
2090,1238746332300562432,2020-03-14,ibrahimarab,إبراهيم عرب Ibrahim Arab,@beshrabdulhadi @Talabat @GoRafeeq @snoonu_qa @baqaala @CarriageQatar @getir @glovo لا للأسف.. في ظل العلاقات الاستراتيجية بين البلدين أعتقد وجب البحث عن شريك محلي واتفاقية فرانشايز.,ar,,,,,
2091,1238745631000231936,2020-03-14,beshrabdulhadi,Beshr,@IbrahimArab @Talabat @GoRafeeq @snoonu_qa @baqaala @CarriageQatar @getir @glovo Getir كان يعمل في قطر؟,ar,,,,,
2092,1238708645002649600,2020-03-14,ibrahimarab,إبراهيم عرب Ibrahim Arab,أكثر تطبيقات التوصيل المتوقع استخدامها في قطر هذه الفترة: @Talabat @GoRafeeq @snoonu_qa @baqaala @CarriageQatar وأفتقد لتطبيقات بمستوى @getir @glovo,ar,,,,,
2093,1238015080333271040,2020-03-12,alwajbadairy,الوجبة للألبان والعصائر,@Ql979 @snoonu_qa @talabatQA @GoRafeeq نحن في الخدمة,ar,,,,,
2094,1238014795095388160,2020-03-12,alwajbadairy,الوجبة للألبان والعصائر,@Ql979 تم التعاون مع شركة @snoonu_qa وشركة كيو تموين  https://t.co/Cjzu5135Ed للتوصيل السريع.. وتطبيق رفيق وطلبات قيد التنفيذ ان شاء الله @talabatQA @GoRafeeq,ar,,,,,
2095,1237124260788920321,2020-03-10,lady_swera,Sara,@FBF_ALThani @GoRafeeq اي والله,ar,,,,,
2096,1237123230848221184,2020-03-10,fbf_althani,فَــاء . .🇶🇦🇰🇼,@Lady_swera @GoRafeeq حتى هم كفايه البرامج الثانيه 😅,ar,,,,,
2097,1237122647286317057,2020-03-10,lady_swera,Sara,ليش يارفيق 😅   @GoRafeeq  https://t.co/phstD0jyw6,ar,,,,,
2098,1236258913311502337,2020-03-07,mr1pink,محمد مبارك(تميم)🇶🇦,اكثر  ابلكيشن لتوصيل الطلبات سيئ جدا في قطر وهو بكل فخر @CarriageQatar   انصحكم تغيرون و تطلبون من  @Talabat  او  @GoRafeeq   افضل و أسرع و يحترمون التوقيت الموجود للتوصيل  اما @CarriageQatar يكنسلون الطلبات على كيفهم و تأخيرات بالجملة   و الخدمة200% سيئة جداً   و شكراً,ar,,,,,
2099,1236052232703029249,2020-03-07,hamadsh95,Hamad,ما شفت خدمة توصيل اخس من رفيق 🙂💔@GoRafeeq,ar,,,,,
2100,1236001330247974912,2020-03-06,_fbaax,𝙵𝙰𝚃𝙸𝙼𝙰 .,فوق م انه متاخر ساعتين ونص واصلني جيي !!!!!!! @GoRafeeq  https://t.co/Cm3gtXKxme,ar,,,,,
2101,1235881803766001668,2020-03-06,mryms___,مريم,@AbmPrivate @GoRafeeq ماينفع معاهم الا جي,ar,,,,,
2102,1235881093460627456,2020-03-06,abmprivate,عــبداللـه,@MrymS___ @GoRafeeq مره طلبت و صارلي نفس الشي كنسلت الطلب حتى ماقالو لي احنا اسفين ، كانت اول واخر مره اطلب منهم,ar,,,,,
2103,1235880828921688064,2020-03-06,mryms___,مريم,@AbmPrivate @GoRafeeq واايد ومب ناويين يطورون فيها,ar,,,,,
2104,1235880704275288065,2020-03-06,abmprivate,عــبداللـه,@MrymS___ @GoRafeeq اسوء خدمه,ar,,,,,
2105,1235563073089531904,2020-03-05,mryms___,مريم,مايصير اطلب من ٢:٥٣ وللحين ماوصلني الطلب متى بتتحسن خدمتكم🙂؟ @GoRafeeq,ar,,,,,
2106,1234629101052403712,2020-03-03,m7mdtaractar,Eng. Mohammed Taractar,@SES_91 @CarriageQatar @GoRafeeq @talabatQA never disappoint. I have been telling u for years ♥️,en,,,,,
2107,1234568179797626880,2020-03-02,ses_91,SES 🧡,@MohamedTaractar @CarriageQatar They don’t even know I exist!! + I already gave up on the app and deleted it a long time ago.. and now im happy with @GoRafeeq 💙  https://t.co/wLfdj6UXrs,en,,,,,
2108,1234003281162178560,2020-03-01,1feff1,har,@GoRafeeq مافي كود خصم حق الناس الجدد,ar,,,,,
2109,1233316918435688448,2020-02-28,shawarmachef,Chef Al Shawarma,"Did you try our CHEF boxes? Call us on 50844483, and tell us what is your choice! Or order via @talabatQA , @GoRafeeq  and @CarriageQatar !  https://t.co/WkWKGtOtfC",en,,,,,
2110,1233063661373198339,2020-02-27,zh517,zeez•.•,@GoRafeeq  آخر مرة اطلب منكم. خدمة تعيسة لأبعد درجة 👎🏼,ar,,,,,
2111,1232954506259968000,2020-02-27,srae3_,سريّع بن حـمد,@Hamanos @GoRafeeq 😂😂😂😂,und,,,,,
2112,1232954250117951488,2020-02-27,hamanos,Abdulrahman Al Jouf,@srae3_ @GoRafeeq يطرشون ثلاث مرات في اليوم !! قبل الريوق ، قبل الغدا وقبل العشى !! يعاملونك جنك مضاد حيوي !!,ar,,,,,
2113,1232953409780756481,2020-02-27,srae3_,سريّع بن حـمد,@Hamanos @GoRafeeq أنا مسحت البرنامج 🙂 لوعوا جبدي كل ٥ دقايق أشعار,ar,,,,,
2114,1231151010871152647,2020-02-22,noufalansari_,نـوف,@GoRafeeq  الصراحه مادري على وشو المدح الخدمة جداً سيئة👎🏼,ar,,,,,
2115,1229667271674679296,2020-02-18,abouzainah,Feras Abou Zainah ,@GoRafeeq ممكن تخففو الدعايات 🙄  https://t.co/j1hnA1AxYU,ar,,,,,
2116,1229085039851380738,2020-02-16,nonaunicorn,Nonaunicorn 🦄✨🇶🇦,@GoRafeeq ادري انكم بتسحبون علي و ما بتردون بس قلت احط شكواي(ما قدرت ارسل لكم عالخاص)  يمكن تعدلون خدماتكم و انا عموماً ما راح ارجع لكم بس احتاج تردون لي فلوسي   و اذا انتوا ما عندكم مقدرة على الطلبات صكروا احسن لكم,ar,,,,,
2117,1229085037875822594,2020-02-16,nonaunicorn,Nonaunicorn 🦄✨🇶🇦,@GoRafeeq بصراحة خدمتكم جداً فاشلة انا طالبة ٣ قهوة مع ساندويتش و خنفروش تأخر علي الطلب ساعة و نص و فوق هاي وصلني الطلب ناقص بس وصلني ٢ قهوة من الي طلبته و كلمتهم يردون لي المبلغ و ناطرة هالشي  و خدمة العملاء وقحين مع الناس اشتكي له من الي صادفته يقعد يحاسبني ان انا متى طالبة,ar,,,,,
2118,1229084410252865543,2020-02-16,nonaunicorn,Nonaunicorn 🦄✨🇶🇦,@GoRafeeq بصراحة خدمتكم جداً فاشلة انا طالبة ٣ قهوة مع ساندويتش و خنفروش تأخر علي الطلب ساعة و نص و فوق هاي وصلني الطلب ناقص بس وصلني ٢ قهوة من الي طلبته و كلمتهم يردون لي المبلغ و ناطرة هالشي  و خدمة العملاء وقحين مع الناس اشتكي له من الي صادفته يقعد يحاسبني ان انا متى طالبة الطلب,ar,,,,,
2119,1227011828313731072,2020-02-11,lady_swera,Sara,"@GoRafeeq  طلبت من ""رفيق""، اضطريت اتصلهم علشان يقولون للمطعم يقبل الطلب ومع ذلك ماقبل، انا اتصلت فالمطعم وعطيته بياناتي وقبل، هذه الأخطاء تخليكم تزعلون العميل ومشكلة لو كان العميل وايد جوعان بعد",ar,,,,,
2120,1226566138613714944,2020-02-09,kholoudqatar14,Kholoud Al-Hajri,@GoRafeeq اسوأ خدمة توصيل طلبات الطلب على اساس يوصل في ٤٥ دقيقه لكن كل مره يوصل لي بعد ساعه ونص ساعتين اخر مره اطلب 😡,ar,,,,,
2121,1226404438409195520,2020-02-09,zkreetqatar,Zkreet Qatar,من يومين وانا معود الدوحة على خط الزبارة إلا أشوف سيارة رفيق (توصيل الطلبات)  وسألت ربعي قالولي رفيق يوصل كل مناطق قطر ويجيك لين العنة بعد  و٢٤ ساعة  الصراحة يستاهلون Shoutout وصفقة 👏🏼  @GoRafeeq,ar,,,,,
2122,1225465754088280072,2020-02-06,siez16,بواحمد,@GoRafeeq السلام عليكم معك محمد الكواري محل تاجير وتصليح دراجات حبيت حد اتواصل معاه عشان نقدم خدماتنا لكم كسيرفس وغيره ياريت حد يكلمني او اذا في رقم اتواصل في وهذا رقمي66600088,ar,,,,,
2123,1224405937793970177,2020-02-03,as5988,A.S- QTR ♥,@GoRafeeq اش مشكلتكم ؟ قصو عنكم الشبكه؟ ساعتين طالبه وفالنهايه مسكرين التلفونات والمطاعم,ar,,,,,
2124,1224260158525669376,2020-02-03,siez16,بواحمد,@GoRafeeq السلام عليكم معك محمد الكواري صاحب محل تاجير وتصليح الدراجات الناريه عندي عرض لشركه بخصوص تصليح وسيرفس الدراجات الناريه في مكانكم ياريت احد يكلمني 66600088,ar,,,,,
2125,1224249841070592000,2020-02-03,shawarmachef,Chef Al Shawarma,Our special #shawarma! Call us on 50844483 or order via @talabatQA @GoRafeeq  and @CarriageQatar !  https://t.co/9qxoCXsneD,en,,,,,
2126,1223155302465449984,2020-01-31,shawarmachef,Chef Al Shawarma,Order now via @CarriageQatar @Talabat and @GoRafeeq or call us directly on 508444803!  https://t.co/AqCSqQcofF,en,,,,,
2127,1222946279669497862,2020-01-30,alraya_n,الراية القطرية,أقامت إدارة التوعية المرورية محاضرة توعوية لموظفي شركة ( رفيق ) للتوصيل @GoRafeeq وتم تعريفهم بقانون المرور واللائحة التنفيذية وتوضيح اهم المخالفات المرورية أثناء قيادة الدراجات وتم خلال المحاضرة إستقبال كافة الإستفسارات والملاحظات والإجابة عليها  #جريدة_الراية #قطر  #مرور_قطر  https://t.co/lcjfEQ0spn,ar,,,,,
2128,1222244985178816515,2020-01-28,hasabialmulla,HISSA A ALMULLA🇶🇦,محتره على رفيق اسوء أب فالدنيا !!!  يعني مره ثنيتن والواحد يعدي الطلب مكتوب ٥٥ دقيقه وتعدي المده والطلب قيد التحضير كل ما اطلب لكن طفح الكيل @GoRafeeq,ar,,,,,
2129,1221422350803111937,2020-01-26,shawarmachef,Chef Al Shawarma,Have you already tried the best shawarma in Qatar? Call us now and let us show you that we really have to offer the best shawarma in Qatar! 50844483 #shawarma #Doha  #Qatar #FastFood  @talabatQA @GoRafeeq  @CarriageQatar  https://t.co/OGGEWTobFH,en,,,,,
2130,1220664333581082624,2020-01-24,aaeemmess,Ali,.@GoRafeeq really taking serious shots here @Talabat &amp; @CarriageQatar. 😂😂😂  https://t.co/GnqLgmKfJy,en,,,,,
2131,1218574178753839111,2020-01-18,wokoffameqatar,WokofFame Restaurant,Order Online through: #TalabatGo #carriageqatar #gorafeeq   #fooddeliveryservice #foodies #deliveryservice #delivery @ Wok of Fame Restaurant         https://t.co/3uwnFLQ7MP  https://t.co/xJLkH4uhQy,en,,,,,
2132,1211765120965234689,2019-12-31,7snqatar,🇶🇦 حسن الصفار,@GoRafeeq كملت ساعتين وللحين ماوصل الطلب ، توبه اطلب منكم مره ثانيه ، ولو ماكنت دافع الطلب اون لاين كنت بقولكم خلو الطلب لكم,ar,,,,,
2133,1211263270067359749,2019-12-29,soos33466,Soso,@GoRafeeq كود خصم مافيه,ar,,,,,
2134,1210155935689269248,2019-12-26,binw24,الطاووس,@GoRafeeq برنامج رفيق ينقصه أنكم تضيفون رقم السواق وبعد تعالجون مشكله لوكيشن السواق ضعيف جدا,ar,,,,,
2135,1206281061484900352,2019-12-15,hayooali,H,@GoRafeeq سويت طلب وعلى طول جيت بكنسله وصارلي من طلبته اتصل محد يرد لين قام يقولي اني وصلت اللمت ومافي جات🙂 شلون احين ابي اكنسل,ar,,,,,
2136,1205766398988955653,2019-12-14,_alyyaa_,عـلــيـا,وايد معتمدتهم هالفترة حاطين مطاعم عجيبه 😍 @GoRafeeq,ar,,,,,
2137,1205426586394214402,2019-12-13,abrar_almalkii,ابرار 🇶🇦,@Talabat Teach @GoRafeeq costumer service thank you.,en,,,,,
2138,1205381671505289216,2019-12-13,abrar_almalkii,ابرار 🇶🇦,"@GoRafeeq ٤ مرات اتصل على خدمة العملاء على موضوع المحفظه فيها ٥٠ ريال بسبب طلب غلط كل ما اجي استعملها يقولون لي ""ليس لديك رصيد كافي"" شالحل؟؟ خدمة العملاء ""مروان"" و""زياد"" مروان كانت مسويه افلاطون زمانها و هي ما عندها ما عند جدتي و الثاني على كل كلمتين يقول اخلي مسؤوليتي؟  https://t.co/4L2zad5WfU",ar,,,,,
2139,1204699674721996805,2019-12-11,kababsnkurries1,kababsnkurriesdoha,Want something to warm you up whilst you watch the movie with the kids tonight? Find us on @GoRafeeq to deliver our freshly made North Indian cuisine right at your doorstep. 🛵🧺🍱 #qatar #dohafoodies #doha #qatarfood #dohaqatar #indianfood #برياني #قطر #indiancuisine #healthy  https://t.co/AqWvhPwwHz,en,,,,,
2140,1199652591023644672,2019-11-27,abfakhroo,عبدالله الفخرو,@ABUDmohd2011 @CarriageQatar @Talabat @GoRafeeq فكرة حلوة,ar,,,,,
2141,1199648674508398592,2019-11-27,abudmohd2011,ABM,نتمنى من شركات توصيل الطلبات بإضافة خدمة توصيل(الطعام الزائد)في تطبيقاتهم، بحيث يقوم من لديه طعام زائد بطلب خدمة التوصيل وتحمل تكلفة التوصيل والتي عادةً ما تكون عشر ريالات وفي المقابل لدى شركات التوصيل قائمة ممن طلبوا الطعام الزائد عبر التطبيق @CarriageQatar @Talabat @GoRafeeq  https://t.co/6R1og5JoaA,ar,,,,,
2142,1198616484055961600,2019-11-24,wokoffameqatar,WokofFame Restaurant,There’s nothing more special than a Delecious and Flavourfull lunch/Dinner Buffet at Wok Of Fame Restaurant #Villaggio Mall   #OpenBuffet #Buffet #wokoffameqatar #talabatgo #carriageqatar #gorafeeq #foodlover…  https://t.co/4fR4hvhBzG,en,,,,,
2144,1197856156649218048,2019-11-22,h_3995,ٰ,@GoRafeeq @bosaad69 @Qatari اذا طلبت عن طريق البطاقة يسوي نفس اللي بالصورة,ar,,,,,
2145,1197856053259653120,2019-11-22,h_3995,ٰ,@GoRafeeq @bosaad69 @Qatari شيعني !؟؟؟  https://t.co/IpTj6jqHyg,ar,,,,,
2146,1197487603949408257,2019-11-21,qatari,محمد الكعبي,@GoRafeeq @bosaad69 تستاهلون تطبيق رفيق وتطبيق كاردج من افضل التطبيقات ، وان شاء الله طلبات يتطورون,ar,,,,,
2149,1197198858704605185,2019-11-20,bosaad69,﮼حمد ﮼بن ﮼سعد ﮼الكعبي,@Qatari طلبات يعطيك المطاعم الي حولك بس لاكن رفيق كل مكان @GoRafeeq كفايه انها شركه قطريه كل التحيه لهم,ar,,,,,
2150,1194558963947331585,2019-11-13,nandosqatar,NandosQatar,Your place or mine? PERi-PERi is just a call or tap away. Order Now @talabatQA @ZomatoQA @GoRafeeq  https://t.co/9bAVZ1zOsJ,en,,,,,
2151,1193534456142843904,2019-11-10,wokoffameqatar,WokofFame Restaurant,Enjoy the international Flavours from Wok Of Fame Restaurant with amazing weather by ordering your favourite Food online through  #talabatgo  #carriageqatar  #gorafeeq   #fooddeliveryservice #food #foodie #foodlover…  https://t.co/HBoKb4a88d,en,,,,,
2152,1191649113655402496,2019-11-05,ahmadqatar,Ahmad ALQATARI🇶🇦,@Q8iEnG @GoRafeeq,und,,,,,
2158,1181617414263443457,2019-10-08,hi0yr1,hi0yr🧜🏻‍♀️,@GoRafeeq للأسف تطبيقكم جدااا سييئ ولا يخدم الصراحه للأسف انه تطبيق قطري 🙄🙄🙄🙄🙄,ar,,,,,
2159,1181617018388303874,2019-10-08,hi0yr1,hi0yr🧜🏻‍♀️,@GoRafeeq شوووف!!!!!!!  https://t.co/3dr9bElQEG,ar,,,,,
2160,1181616090054561792,2019-10-08,hi0yr1,hi0yr🧜🏻‍♀️,@GoRafeeq حاولت كذا مره اني اضيف العنوان بس اهو ما يقبل ليييش ؟!  https://t.co/vdN4xo8WQN,ar,,,,,
2165,1180953975404859392,2019-10-07,hassan_alsai,حسن الساعي,@Nasser_m_500 @GoRafeeq خدمة مميزة .. قطرية ١٠٠٪,ar,,,,,
2166,1179839591181963265,2019-10-03,hi0yr1,hi0yr🧜🏻‍♀️,@GoRafeeq وانا دايما يصير معي كذاا ليييش؟؟؟؟؟ ما اقدر اطلب وش السالفه ؟  https://t.co/PwDjnDAB7H,ar,,,,,
2185,1178298338996817920,2019-09-29,kmsm668,Khalid Almansoor,الله ياخذ ملاغتكم وثقل دمكم @GoRafeeq  دليييييييت  https://t.co/TQGfFBQLLl,ar,,,,,
2186,1178003748007874566,2019-09-28,essaalansarii,عيسى,@GoRafeeq زفت,ar,,,,,
2187,1169596166641717248,2019-09-05,tamadaralali,Tamadar ♡,اسحب المدحه خلاص طالبه من الساعه ٢ وللحين ماخذن الاكل من المطعم حتى 🤬 لييييش خربتو خميسي يا رفيق @GoRafeeq  https://t.co/Y87Pk8T0gU,ar,,,,,
2188,1167493806150823936,2019-08-30,salmarrii_,☽,سواقين رفيق يحرون! أكثر من مره لما ادفع مايرجعون الباقي على اساس انه مبلغ بسيط، من شوي لازم يرد لي ٥ ريال يقولي ماعندي خرده اقوله روح جيبها لي الا يقول لا عندي طلبات ثانيّة! ما شاء الله. @GoRafeeq,ar,,,,,
2189,1165943977662660608,2019-08-26,missdiormissqat,♏🕯💲💲  🇶🇦    D🕯🌍R,@GoRafeeq ترى حاسبوا ياجماعه الشركه اي كلام واذا دفعتوا اون لاين مع السلامه ع فلوسكم نصيحه لوجه الله,ar,,,,,
2190,1160679278582870017,2019-08-12,ammyyz,Amna,@Lulwa @GoRafeeq مستحيل استخدم اي شي مره ثانيه عقدوني😂,ar,,,,,
2191,1160658426537697282,2019-08-12,lulwa,Lulwa A. Al-Khulaifi,@Ammyyz @GoRafeeq + ماصدق البواقه!!!!!,ar,,,,,
2192,1160658322472783880,2019-08-12,lulwa,Lulwa A. Al-Khulaifi,@Ammyyz @GoRafeeq لا تستخدمينهم طلبات و كاريج *١٠٠٠ احسن,ar,,,,,
2193,1160600090958057473,2019-08-11,ammyyz,Amna,@GoRafeeq worst service ever. :),en,,,,,
2194,1157392103959408641,2019-08-02,nubaylia,ميــم🇶🇦.,@GoRafeeq ابي اقدم شكوى ، ممكن حد اتواصل معاه لان من اتصل على الكول سنتر يتم لين يقطع الخط ومحد يجاوبني !,ar,,,,,
2195,1153608205756444672,2019-07-23,xdwoh7pbxi0mafc,دكتور ضاري,@ahmedbinm90 @Aaaaaabbbbk @GoRafeeq @CarriageQatar خوش سترة نبيها حق كل الناس حتى عمال النظافة وعمال المقاولات ولا مانع حق الشعب .. وين رقم الشركة نزبط معاهم عقد,ar,,,,,
2196,1153285453161914368,2019-07-22,ohoudi_195,عهـود 🌸.,توبه اطلب من خلال رفيق تعاملهم فاشل مع العملاء ويكذبون عليهم يوصل لك الاكل منكب ومخترب واذا كلمته عشان يرجع مايرجع نصب عيني عينك حسبي الله والنعم الوكيل فيكم #رفيق @GoRafeeq,ar,,,,,
